product_id,warehouse_location,current_inventory_counts
SKU-1569,Distributor Depot Beta,52.0
SKU-1570,Manufacturer Warehouse Alpha,78.4
SKU-1570,Distributor Depot Beta,87.7
SKU-1571,Manufacturer Warehouse Alpha,158.0
SKU-1571,Distributor Depot Beta,42.4
SKU-1572,Manufacturer Warehouse Alpha,108.3
SKU-1572,Distributor Depot Beta,61.9
SKU-1573,Manufacturer Warehouse Alpha,125.0
SKU-1573,Distributor Depot Beta,29.2
SKU-1574,Manufacturer Warehouse Alpha,52.5
SKU-1574,Distributor Depot Beta,6.4
SKU-1575,Manufacturer Warehouse Alpha,168.2
SKU-1575,Distributor Depot Beta,96.2
SKU-1576,Manufacturer Warehouse Alpha,81.8
SKU-1576,Distributor Depot Beta,63.0
SKU-1577,Manufacturer Warehouse Alpha,118.8
SKU-1577,Distributor Depot Beta,72.8
SKU-1578,Manufacturer Warehouse Alpha,130.5
SKU-1578,Distributor Depot Beta,58.8
SKU-1579,Manufacturer Warehouse Alpha,188.7
SKU-1579,Distributor Depot Beta,109.4
SKU-1580,Manufacturer Warehouse Alpha,123.3
SKU-1580,Distributor Depot Beta,98.8
SKU-1581,Manufacturer Warehouse Alpha,187.7
SKU-1581,Distributor Depot Beta,89.7
SKU-1582,Manufacturer Warehouse Alpha,147.3
SKU-1582,Distributor Depot Beta,86.9
SKU-1583,Manufacturer Warehouse Alpha,57.5
SKU-1583,Distributor Depot Beta,25.5
SKU-1584,Manufacturer Warehouse Alpha,64.6
SKU-1584,Distributor Depot Beta,39.2
SKU-1585,Manufacturer Warehouse Alpha,138.7
SKU-1585,Distributor Depot Beta,84.6
SKU-1586,Manufacturer Warehouse Alpha,139.2
SKU-1586,Distributor Depot Beta,41.6
SKU-1587,Manufacturer Warehouse Alpha,170.7
SKU-1587,Distributor Depot Beta,13.4
SKU-1588,Manufacturer Warehouse Alpha,175.4
SKU-1588,Distributor Depot Beta,63.6
SKU-1589,Manufacturer Warehouse Alpha,98.6
SKU-1589,Distributor Depot Beta,58.6
SKU-1590,Manufacturer Warehouse Alpha,70.6
SKU-1590,Distributor Depot Beta,110.6
SKU-1591,Manufacturer Warehouse Alpha,139.0
SKU-1591,Distributor Depot Beta,6.6
SKU-1592,Manufacturer Warehouse Alpha,91.1
SKU-1592,Distributor Depot Beta,9.2
SKU-1593,Manufacturer Warehouse Alpha,105.5
SKU-1593,Distributor Depot Beta,97.5
SKU-1594,Manufacturer Warehouse Alpha,188.9
SKU-1594,Distributor Depot Beta,85.3
SKU-1595,Manufacturer Warehouse Alpha,168.7
SKU-1595,Distributor Depot Beta,60.4
SKU-1596,Manufacturer Warehouse Alpha,166.6
SKU-1596,Distributor Depot Beta,115.2
SKU-1597,Manufacturer Warehouse Alpha,62.1
SKU-1597,Distributor Depot Beta,87.2
SKU-1598,Manufacturer Warehouse Alpha,63.4
SKU-1598,Distributor Depot Beta,59.5
SKU-1599,Manufacturer Warehouse Alpha,92.6
SKU-1599,Distributor Depot Beta,69.8
SKU-1600,Manufacturer Warehouse Alpha,165.9
SKU-1600,Distributor Depot Beta,37.1
SKU-1601,Manufacturer Warehouse Alpha,71.5
SKU-1601,Distributor Depot Beta,18.1
SKU-1602,Manufacturer Warehouse Alpha,111.8
SKU-1602,Distributor Depot Beta,104.4
SKU-1603,Manufacturer Warehouse Alpha,55.6
SKU-1603,Distributor Depot Beta,108.7
SKU-1604,Manufacturer Warehouse Alpha,141.8
SKU-1604,Distributor Depot Beta,105.1
SKU-1605,Manufacturer Warehouse Alpha,167.4
SKU-1605,Distributor Depot Beta,15.5
SKU-1606,Manufacturer Warehouse Alpha,133.7
SKU-1606,Distributor Depot Beta,84.7
SKU-1607,Manufacturer Warehouse Alpha,129.5
SKU-1607,Distributor Depot Beta,104.8
SKU-1608,Manufacturer Warehouse Alpha,179.4
SKU-1608,Distributor Depot Beta,55.4
SKU-1609,Manufacturer Warehouse Alpha,119.6
SKU-1609,Distributor Depot Beta,62.6
SKU-1610,Manufacturer Warehouse Alpha,91.5
SKU-1610,Distributor Depot Beta,84.5
SKU-1611,Manufacturer Warehouse Alpha,72.4
SKU-1611,Distributor Depot Beta,17.4
SKU-1612,Manufacturer Warehouse Alpha,74.0
SKU-1612,Distributor Depot Beta,82.2
SKU-1613,Manufacturer Warehouse Alpha,104.6
SKU-1613,Distributor Depot Beta,97.4
SKU-1614,Manufacturer Warehouse Alpha,100.1
SKU-1614,Distributor Depot Beta,6.1
SKU-1615,Manufacturer Warehouse Alpha,161.1
SKU-1615,Distributor Depot Beta,39.4
SKU-1616,Manufacturer Warehouse Alpha,167.8
SKU-1616,Distributor Depot Beta,17.9
SKU-1617,Manufacturer Warehouse Alpha,60.6
SKU-1617,Distributor Depot Beta,108.9
SKU-1618,Manufacturer Warehouse Alpha,138.9
SKU-1618,Distributor Depot Beta,15.5
SKU-1619,Manufacturer Warehouse Alpha,162.1
SKU-1619,Distributor Depot Beta,10.8
SKU-1620,Manufacturer Warehouse Alpha,66.5
SKU-1620,Distributor Depot Beta,83.9
SKU-1621,Manufacturer Warehouse Alpha,160.7
SKU-1621,Distributor Depot Beta,95.0
SKU-1622,Manufacturer Warehouse Alpha,83.1
SKU-1622,Distributor Depot Beta,19.6
SKU-1623,Manufacturer Warehouse Alpha,58.2
SKU-1623,Distributor Depot Beta,8.6
SKU-1624,Manufacturer Warehouse Alpha,189.2
SKU-1624,Distributor Depot Beta,9.5
SKU-1625,Manufacturer Warehouse Alpha,106.0
SKU-1625,Distributor Depot Beta,23.0
SKU-1626,Manufacturer Warehouse Alpha,144.8
SKU-1626,Distributor Depot Beta,10.1
SKU-1627,Manufacturer Warehouse Alpha,69.1
SKU-1627,Distributor Depot Beta,58.3
SKU-1628,Manufacturer Warehouse Alpha,92.1
SKU-1628,Distributor Depot Beta,114.1
SKU-1629,Manufacturer Warehouse Alpha,118.8
SKU-1629,Distributor Depot Beta,110.4
SKU-1630,Manufacturer Warehouse Alpha,83.0
SKU-1630,Distributor Depot Beta,20.1
SKU-1631,Manufacturer Warehouse Alpha,168.4
SKU-1631,Distributor Depot Beta,76.7
SKU-1632,Manufacturer Warehouse Alpha,185.8
SKU-1632,Distributor Depot Beta,77.6
SKU-1633,Manufacturer Warehouse Alpha,178.3
SKU-1633,Distributor Depot Beta,96.5
SKU-1634,Manufacturer Warehouse Alpha,128.3
SKU-1634,Distributor Depot Beta,103.7
SKU-1635,Manufacturer Warehouse Alpha,175.5
SKU-1635,Distributor Depot Beta,5.4
SKU-1636,Manufacturer Warehouse Alpha,114.2
SKU-1636,Distributor Depot Beta,89.9
SKU-1637,Manufacturer Warehouse Alpha,115.1
SKU-1637,Distributor Depot Beta,115.7
SKU-1638,Manufacturer Warehouse Alpha,138.8
SKU-1638,Distributor Depot Beta,116.6
SKU-1639,Manufacturer Warehouse Alpha,184.7
SKU-1639,Distributor Depot Beta,29.5
SKU-1640,Manufacturer Warehouse Alpha,56.0
SKU-1640,Distributor Depot Beta,23.3
SKU-1641,Manufacturer Warehouse Alpha,125.6
SKU-1641,Distributor Depot Beta,18.3
SKU-1642,Manufacturer Warehouse Alpha,121.9
SKU-1642,Distributor Depot Beta,70.4
SKU-1643,Manufacturer Warehouse Alpha,117.9
SKU-1643,Distributor Depot Beta,83.3
SKU-1644,Manufacturer Warehouse Alpha,163.0
SKU-1644,Distributor Depot Beta,66.1
SKU-1645,Manufacturer Warehouse Alpha,192.5
SKU-1645,Distributor Depot Beta,94.3
SKU-1646,Manufacturer Warehouse Alpha,85.9
SKU-1646,Distributor Depot Beta,80.6
SKU-1647,Manufacturer Warehouse Alpha,150.4
SKU-1647,Distributor Depot Beta,108.1
SKU-1648,Manufacturer Warehouse Alpha,178.7
SKU-1648,Distributor Depot Beta,59.0
SKU-1649,Manufacturer Warehouse Alpha,196.5
SKU-1649,Distributor Depot Beta,24.3
SKU-1650,Manufacturer Warehouse Alpha,181.1
SKU-1650,Distributor Depot Beta,9.6
SKU-1651,Manufacturer Warehouse Alpha,180.7
SKU-1651,Distributor Depot Beta,53.3
SKU-1652,Manufacturer Warehouse Alpha,145.0
SKU-1652,Distributor Depot Beta,34.4
SKU-1653,Manufacturer Warehouse Alpha,184.0
SKU-1653,Distributor Depot Beta,18.3
SKU-1654,Manufacturer Warehouse Alpha,94.5
SKU-1654,Distributor Depot Beta,22.5
SKU-1655,Manufacturer Warehouse Alpha,141.9
SKU-1655,Distributor Depot Beta,69.1
SKU-1656,Manufacturer Warehouse Alpha,168.2
SKU-1656,Distributor Depot Beta,104.8
SKU-1657,Manufacturer Warehouse Alpha,100.4
SKU-1657,Distributor Depot Beta,100.6
SKU-1658,Manufacturer Warehouse Alpha,186.5
SKU-1658,Distributor Depot Beta,27.2
SKU-1659,Manufacturer Warehouse Alpha,66.6
SKU-1659,Distributor Depot Beta,16.6
SKU-1660,Manufacturer Warehouse Alpha,56.1
SKU-1660,Distributor Depot Beta,9.4
SKU-1661,Manufacturer Warehouse Alpha,133.8
SKU-1661,Distributor Depot Beta,102.4
SKU-1662,Manufacturer Warehouse Alpha,166.0
SKU-1662,Distributor Depot Beta,119.3
SKU-1663,Manufacturer Warehouse Alpha,85.8
SKU-1663,Distributor Depot Beta,106.0
SKU-1664,Manufacturer Warehouse Alpha,160.6
SKU-1664,Distributor Depot Beta,72.8
SKU-1665,Manufacturer Warehouse Alpha,155.4
SKU-1665,Distributor Depot Beta,67.5
SKU-1666,Manufacturer Warehouse Alpha,98.1
SKU-1666,Distributor Depot Beta,17.6
SKU-1667,Manufacturer Warehouse Alpha,113.4
SKU-1667,Distributor Depot Beta,82.5
SKU-1668,Manufacturer Warehouse Alpha,101.8
SKU-1668,Distributor Depot Beta,17.5
SKU-1669,Manufacturer Warehouse Alpha,174.4
SKU-1669,Distributor Depot Beta,22.7
SKU-1670,Manufacturer Warehouse Alpha,151.7
SKU-1670,Distributor Depot Beta,74.2
SKU-1671,Manufacturer Warehouse Alpha,117.8
SKU-1671,Distributor Depot Beta,25.0
SKU-1672,Manufacturer Warehouse Alpha,191.8
SKU-1672,Distributor Depot Beta,87.5
SKU-1673,Manufacturer Warehouse Alpha,182.6
SKU-1673,Distributor Depot Beta,83.2
SKU-1674,Manufacturer Warehouse Alpha,184.7
SKU-1674,Distributor Depot Beta,29.0
SKU-1675,Manufacturer Warehouse Alpha,61.5
SKU-1675,Distributor Depot Beta,91.0
SKU-1676,Manufacturer Warehouse Alpha,154.6
SKU-1676,Distributor Depot Beta,8.8
SKU-1677,Manufacturer Warehouse Alpha,80.6
SKU-1677,Distributor Depot Beta,32.1
SKU-1678,Manufacturer Warehouse Alpha,112.5
SKU-1678,Distributor Depot Beta,57.0
SKU-1679,Manufacturer Warehouse Alpha,69.8
SKU-1679,Distributor Depot Beta,15.5
SKU-1680,Manufacturer Warehouse Alpha,160.7
SKU-1680,Distributor Depot Beta,91.7
SKU-1681,Manufacturer Warehouse Alpha,59.4
SKU-1681,Distributor Depot Beta,113.4
SKU-1682,Manufacturer Warehouse Alpha,127.9
SKU-1682,Distributor Depot Beta,15.3
SKU-1683,Manufacturer Warehouse Alpha,101.4
SKU-1683,Distributor Depot Beta,68.8
SKU-1684,Manufacturer Warehouse Alpha,122.9
SKU-1684,Distributor Depot Beta,64.4
SKU-1685,Manufacturer Warehouse Alpha,176.3
SKU-1685,Distributor Depot Beta,16.5
SKU-1686,Manufacturer Warehouse Alpha,135.1
SKU-1686,Distributor Depot Beta,9.3
SKU-1687,Manufacturer Warehouse Alpha,89.0
SKU-1687,Distributor Depot Beta,14.3
SKU-1688,Manufacturer Warehouse Alpha,93.2
SKU-1688,Distributor Depot Beta,85.9
SKU-1689,Manufacturer Warehouse Alpha,92.7
SKU-1689,Distributor Depot Beta,104.7
SKU-1690,Manufacturer Warehouse Alpha,74.1
SKU-1690,Distributor Depot Beta,44.7
SKU-1691,Manufacturer Warehouse Alpha,196.0
SKU-1691,Distributor Depot Beta,64.3
SKU-1692,Manufacturer Warehouse Alpha,150.0
SKU-1692,Distributor Depot Beta,86.5
SKU-1693,Manufacturer Warehouse Alpha,67.5
SKU-1693,Distributor Depot Beta,19.4
SKU-1694,Manufacturer Warehouse Alpha,116.1
SKU-1694,Distributor Depot Beta,9.6
SKU-1695,Manufacturer Warehouse Alpha,134.4
SKU-1695,Distributor Depot Beta,106.6
SKU-1696,Manufacturer Warehouse Alpha,196.7
SKU-1696,Distributor Depot Beta,94.9
SKU-1697,Manufacturer Warehouse Alpha,131.0
SKU-1697,Distributor Depot Beta,101.3
SKU-1698,Manufacturer Warehouse Alpha,68.2
SKU-1698,Distributor Depot Beta,96.2
SKU-1699,Manufacturer Warehouse Alpha,124.9
SKU-1699,Distributor Depot Beta,117.9
SKU-1700,Manufacturer Warehouse Alpha,189.2
SKU-1700,Distributor Depot Beta,80.2
SKU-1701,Manufacturer Warehouse Alpha,160.8
SKU-1701,Distributor Depot Beta,46.9
SKU-1702,Manufacturer Warehouse Alpha,155.8
SKU-1702,Distributor Depot Beta,27.4
SKU-1703,Manufacturer Warehouse Alpha,195.4
SKU-1703,Distributor Depot Beta,63.0
SKU-1704,Manufacturer Warehouse Alpha,169.9
SKU-1704,Distributor Depot Beta,74.5
SKU-1705,Manufacturer Warehouse Alpha,116.3
SKU-1705,Distributor Depot Beta,36.4
SKU-1706,Manufacturer Warehouse Alpha,121.8
SKU-1706,Distributor Depot Beta,85.6
SKU-1707,Manufacturer Warehouse Alpha,132.6
SKU-1707,Distributor Depot Beta,5.6
SKU-1708,Manufacturer Warehouse Alpha,142.6
SKU-1708,Distributor Depot Beta,97.8
SKU-1709,Manufacturer Warehouse Alpha,63.9
SKU-1709,Distributor Depot Beta,104.3
SKU-1710,Manufacturer Warehouse Alpha,79.3
SKU-1710,Distributor Depot Beta,41.7
SKU-1711,Manufacturer Warehouse Alpha,190.3
SKU-1711,Distributor Depot Beta,9.9
SKU-1712,Manufacturer Warehouse Alpha,62.5
SKU-1712,Distributor Depot Beta,21.9
SKU-1713,Manufacturer Warehouse Alpha,193.6
SKU-1713,Distributor Depot Beta,49.9
SKU-1714,Manufacturer Warehouse Alpha,123.6
SKU-1714,Distributor Depot Beta,60.0
SKU-1715,Manufacturer Warehouse Alpha,191.5
SKU-1715,Distributor Depot Beta,48.3
SKU-1716,Manufacturer Warehouse Alpha,72.2
SKU-1716,Distributor Depot Beta,14.2
SKU-1717,Manufacturer Warehouse Alpha,105.9
SKU-1717,Distributor Depot Beta,13.6
SKU-1718,Manufacturer Warehouse Alpha,96.2
SKU-1718,Distributor Depot Beta,26.9
SKU-1719,Manufacturer Warehouse Alpha,63.1
SKU-1719,Distributor Depot Beta,73.6
SKU-1720,Manufacturer Warehouse Alpha,161.2
SKU-1720,Distributor Depot Beta,25.1
SKU-1721,Manufacturer Warehouse Alpha,93.3
SKU-1721,Distributor Depot Beta,77.6
SKU-1722,Manufacturer Warehouse Alpha,113.6
SKU-1722,Distributor Depot Beta,8.5
SKU-1723,Manufacturer Warehouse Alpha,138.1
SKU-1723,Distributor Depot Beta,85.7
SKU-1724,Manufacturer Warehouse Alpha,95.5
SKU-1724,Distributor Depot Beta,78.4
SKU-1725,Manufacturer Warehouse Alpha,59.9
SKU-1725,Distributor Depot Beta,67.3
SKU-1726,Manufacturer Warehouse Alpha,63.3
SKU-1726,Distributor Depot Beta,21.0
SKU-1727,Manufacturer Warehouse Alpha,91.0
SKU-1727,Distributor Depot Beta,102.2
SKU-1728,Manufacturer Warehouse Alpha,156.5
SKU-1728,Distributor Depot Beta,88.0
SKU-1729,Manufacturer Warehouse Alpha,174.8
SKU-1729,Distributor Depot Beta,18.8
SKU-1730,Manufacturer Warehouse Alpha,56.3
SKU-1730,Distributor Depot Beta,25.9
SKU-1731,Manufacturer Warehouse Alpha,95.6
SKU-1731,Distributor Depot Beta,66.5
SKU-1732,Manufacturer Warehouse Alpha,83.7
SKU-1732,Distributor Depot Beta,86.2
SKU-1733,Manufacturer Warehouse Alpha,95.0
SKU-1733,Distributor Depot Beta,71.0
SKU-1734,Manufacturer Warehouse Alpha,120.9
SKU-1734,Distributor Depot Beta,63.0
SKU-1735,Manufacturer Warehouse Alpha,93.2
SKU-1735,Distributor Depot Beta,99.7
SKU-1736,Manufacturer Warehouse Alpha,153.2
SKU-1736,Distributor Depot Beta,81.1
SKU-1737,Manufacturer Warehouse Alpha,164.7
SKU-1737,Distributor Depot Beta,29.9
SKU-1738,Manufacturer Warehouse Alpha,60.0
SKU-1738,Distributor Depot Beta,48.4
SKU-1739,Manufacturer Warehouse Alpha,122.1
SKU-1739,Distributor Depot Beta,26.7
SKU-1740,Manufacturer Warehouse Alpha,144.2
SKU-1740,Distributor Depot Beta,29.4
SKU-1741,Manufacturer Warehouse Alpha,172.7
SKU-1741,Distributor Depot Beta,17.8
SKU-1742,Manufacturer Warehouse Alpha,136.3
SKU-1742,Distributor Depot Beta,9.1
SKU-1743,Manufacturer Warehouse Alpha,58.8
SKU-1743,Distributor Depot Beta,16.5
SKU-1744,Manufacturer Warehouse Alpha,154.0
SKU-1744,Distributor Depot Beta,9.1
SKU-1745,Manufacturer Warehouse Alpha,90.9
SKU-1745,Distributor Depot Beta,20.9
SKU-1746,Manufacturer Warehouse Alpha,193.3
SKU-1746,Distributor Depot Beta,91.6
SKU-1747,Manufacturer Warehouse Alpha,129.4
SKU-1747,Distributor Depot Beta,100.6
SKU-1748,Manufacturer Warehouse Alpha,165.0
SKU-1748,Distributor Depot Beta,110.6
SKU-1749,Manufacturer Warehouse Alpha,139.8
SKU-1749,Distributor Depot Beta,101.7
SKU-1750,Manufacturer Warehouse Alpha,180.9
SKU-1750,Distributor Depot Beta,69.4
SKU-1751,Manufacturer Warehouse Alpha,90.7
SKU-1751,Distributor Depot Beta,64.0
SKU-1752,Manufacturer Warehouse Alpha,64.4
SKU-1752,Distributor Depot Beta,47.9
SKU-1753,Manufacturer Warehouse Alpha,71.6
SKU-1753,Distributor Depot Beta,100.7
SKU-1754,Manufacturer Warehouse Alpha,106.0
SKU-1754,Distributor Depot Beta,15.3
SKU-1755,Manufacturer Warehouse Alpha,188.1
SKU-1755,Distributor Depot Beta,84.1
SKU-1756,Manufacturer Warehouse Alpha,73.2
SKU-1756,Distributor Depot Beta,113.3
SKU-1757,Manufacturer Warehouse Alpha,169.3
SKU-1757,Distributor Depot Beta,60.4
SKU-1758,Manufacturer Warehouse Alpha,174.7
SKU-1758,Distributor Depot Beta,71.6
SKU-1759,Manufacturer Warehouse Alpha,156.9
SKU-1759,Distributor Depot Beta,67.3
SKU-1760,Manufacturer Warehouse Alpha,67.1
SKU-1760,Distributor Depot Beta,27.9
SKU-1761,Manufacturer Warehouse Alpha,67.5
SKU-1761,Distributor Depot Beta,116.9
SKU-1762,Manufacturer Warehouse Alpha,121.9
SKU-1762,Distributor Depot Beta,22.3
SKU-1763,Manufacturer Warehouse Alpha,70.9
SKU-1763,Distributor Depot Beta,27.2
SKU-1764,Manufacturer Warehouse Alpha,139.6
SKU-1764,Distributor Depot Beta,9.3
SKU-1765,Manufacturer Warehouse Alpha,95.7
SKU-1765,Distributor Depot Beta,70.1
SKU-1766,Manufacturer Warehouse Alpha,83.4
SKU-1766,Distributor Depot Beta,37.8
SKU-1767,Manufacturer Warehouse Alpha,84.0
SKU-1767,Distributor Depot Beta,88.4
SKU-1768,Manufacturer Warehouse Alpha,197.2
SKU-1768,Distributor Depot Beta,22.3
SKU-1769,Manufacturer Warehouse Alpha,167.6
SKU-1769,Distributor Depot Beta,80.8
SKU-1770,Manufacturer Warehouse Alpha,122.6
SKU-1770,Distributor Depot Beta,6.1
SKU-1771,Manufacturer Warehouse Alpha,66.2
SKU-1771,Distributor Depot Beta,55.6
SKU-1772,Manufacturer Warehouse Alpha,58.9
SKU-1772,Distributor Depot Beta,116.3
SKU-1773,Manufacturer Warehouse Alpha,56.5
SKU-1773,Distributor Depot Beta,21.7
SKU-1774,Manufacturer Warehouse Alpha,163.2
SKU-1774,Distributor Depot Beta,116.8
SKU-1775,Manufacturer Warehouse Alpha,80.8
SKU-1775,Distributor Depot Beta,87.4
SKU-1776,Manufacturer Warehouse Alpha,102.7
SKU-1776,Distributor Depot Beta,85.8
SKU-1777,Manufacturer Warehouse Alpha,161.9
SKU-1777,Distributor Depot Beta,28.7
SKU-1778,Manufacturer Warehouse Alpha,102.2
SKU-1778,Distributor Depot Beta,114.2
SKU-1779,Manufacturer Warehouse Alpha,167.1
SKU-1779,Distributor Depot Beta,42.6
SKU-1780,Manufacturer Warehouse Alpha,135.5
SKU-1780,Distributor Depot Beta,112.8
SKU-1781,Manufacturer Warehouse Alpha,164.5
SKU-1781,Distributor Depot Beta,41.4
SKU-1782,Manufacturer Warehouse Alpha,78.7
SKU-1782,Distributor Depot Beta,9.3
SKU-1783,Manufacturer Warehouse Alpha,163.1
SKU-1783,Distributor Depot Beta,118.9
SKU-1784,Manufacturer Warehouse Alpha,64.8
SKU-1784,Distributor Depot Beta,116.8
SKU-1785,Manufacturer Warehouse Alpha,177.7
SKU-1785,Distributor Depot Beta,14.2
SKU-1786,Manufacturer Warehouse Alpha,138.4
SKU-1786,Distributor Depot Beta,21.8
SKU-1787,Manufacturer Warehouse Alpha,66.1
SKU-1787,Distributor Depot Beta,29.5
SKU-1788,Manufacturer Warehouse Alpha,113.6
SKU-1788,Distributor Depot Beta,41.9
SKU-1789,Manufacturer Warehouse Alpha,66.9
SKU-1789,Distributor Depot Beta,8.1
SKU-1790,Manufacturer Warehouse Alpha,66.5
SKU-1790,Distributor Depot Beta,99.8
SKU-1791,Manufacturer Warehouse Alpha,104.2
SKU-1791,Distributor Depot Beta,18.9
SKU-1792,Manufacturer Warehouse Alpha,56.1
SKU-1792,Distributor Depot Beta,17.3
SKU-1793,Manufacturer Warehouse Alpha,107.7
SKU-1793,Distributor Depot Beta,20.0
SKU-1794,Manufacturer Warehouse Alpha,96.8
SKU-1794,Distributor Depot Beta,10.6
SKU-1795,Manufacturer Warehouse Alpha,111.1
SKU-1795,Distributor Depot Beta,9.7
SKU-1796,Manufacturer Warehouse Alpha,60.4
SKU-1796,Distributor Depot Beta,28.5
SKU-1797,Manufacturer Warehouse Alpha,105.1
SKU-1797,Distributor Depot Beta,119.9
SKU-1798,Manufacturer Warehouse Alpha,123.7
SKU-1798,Distributor Depot Beta,95.9
SKU-1799,Manufacturer Warehouse Alpha,128.4
SKU-1799,Distributor Depot Beta,35.1
SKU-1800,Manufacturer Warehouse Alpha,71.5
SKU-1800,Distributor Depot Beta,22.4
SKU-1801,Manufacturer Warehouse Alpha,196.6
SKU-1801,Distributor Depot Beta,75.4
SKU-1802,Manufacturer Warehouse Alpha,196.7
SKU-1802,Distributor Depot Beta,94.5
SKU-1803,Manufacturer Warehouse Alpha,79.9
SKU-1803,Distributor Depot Beta,103.8
SKU-1804,Manufacturer Warehouse Alpha,198.6
SKU-1804,Distributor Depot Beta,89.3
SKU-1805,Manufacturer Warehouse Alpha,113.7
SKU-1805,Distributor Depot Beta,12.0
SKU-1806,Manufacturer Warehouse Alpha,157.0
SKU-1806,Distributor Depot Beta,59.5
SKU-1807,Manufacturer Warehouse Alpha,163.4
SKU-1807,Distributor Depot Beta,76.3
SKU-1808,Manufacturer Warehouse Alpha,103.4
SKU-1808,Distributor Depot Beta,60.0
SKU-1809,Manufacturer Warehouse Alpha,110.7
SKU-1809,Distributor Depot Beta,17.8
SKU-1810,Manufacturer Warehouse Alpha,72.1
SKU-1810,Distributor Depot Beta,7.7
SKU-1811,Manufacturer Warehouse Alpha,87.6
SKU-1811,Distributor Depot Beta,10.8
SKU-1812,Manufacturer Warehouse Alpha,191.4
SKU-1812,Distributor Depot Beta,84.0
SKU-1813,Manufacturer Warehouse Alpha,57.9
SKU-1813,Distributor Depot Beta,99.9
SKU-1814,Manufacturer Warehouse Alpha,54.0
SKU-1814,Distributor Depot Beta,95.3
SKU-1815,Manufacturer Warehouse Alpha,151.9
SKU-1815,Distributor Depot Beta,92.1
SKU-1816,Manufacturer Warehouse Alpha,143.5
SKU-1816,Distributor Depot Beta,106.4
SKU-1817,Manufacturer Warehouse Alpha,128.0
SKU-1817,Distributor Depot Beta,24.8
SKU-1818,Manufacturer Warehouse Alpha,80.3
SKU-1818,Distributor Depot Beta,54.9
SKU-1819,Manufacturer Warehouse Alpha,125.7
SKU-1819,Distributor Depot Beta,47.5
SKU-1820,Manufacturer Warehouse Alpha,179.0
SKU-1820,Distributor Depot Beta,31.8
SKU-1821,Manufacturer Warehouse Alpha,164.6
SKU-1821,Distributor Depot Beta,27.0
SKU-1822,Manufacturer Warehouse Alpha,67.9
SKU-1822,Distributor Depot Beta,12.9
SKU-1823,Manufacturer Warehouse Alpha,106.5
SKU-1823,Distributor Depot Beta,5.9
SKU-1824,Manufacturer Warehouse Alpha,76.5
SKU-1824,Distributor Depot Beta,72.3
SKU-1825,Manufacturer Warehouse Alpha,95.5
SKU-1825,Distributor Depot Beta,38.9
SKU-1826,Manufacturer Warehouse Alpha,114.6
SKU-1826,Distributor Depot Beta,22.9
SKU-1827,Manufacturer Warehouse Alpha,123.1
SKU-1827,Distributor Depot Beta,102.8
SKU-1828,Manufacturer Warehouse Alpha,123.6
SKU-1828,Distributor Depot Beta,63.9
SKU-1829,Manufacturer Warehouse Alpha,135.8
SKU-1829,Distributor Depot Beta,19.1
SKU-1830,Manufacturer Warehouse Alpha,73.4
SKU-1830,Distributor Depot Beta,95.7
SKU-1831,Manufacturer Warehouse Alpha,124.2
SKU-1831,Distributor Depot Beta,20.4
SKU-1832,Manufacturer Warehouse Alpha,102.9
SKU-1832,Distributor Depot Beta,13.0
SKU-1833,Manufacturer Warehouse Alpha,54.2
SKU-1833,Distributor Depot Beta,85.1
SKU-1834,Manufacturer Warehouse Alpha,105.0
SKU-1834,Distributor Depot Beta,59.0
SKU-1835,Manufacturer Warehouse Alpha,164.8
SKU-1835,Distributor Depot Beta,47.4
SKU-1836,Manufacturer Warehouse Alpha,64.6
SKU-1836,Distributor Depot Beta,29.8
SKU-1837,Manufacturer Warehouse Alpha,111.8
SKU-1837,Distributor Depot Beta,106.4
SKU-1838,Manufacturer Warehouse Alpha,87.1
SKU-1838,Distributor Depot Beta,46.0
SKU-1839,Manufacturer Warehouse Alpha,62.7
SKU-1839,Distributor Depot Beta,34.1
SKU-1840,Manufacturer Warehouse Alpha,95.7
SKU-1840,Distributor Depot Beta,9.2
SKU-1841,Manufacturer Warehouse Alpha,130.8
SKU-1841,Distributor Depot Beta,98.4
SKU-1842,Manufacturer Warehouse Alpha,179.5
SKU-1842,Distributor Depot Beta,55.7
SKU-1843,Manufacturer Warehouse Alpha,113.2
SKU-1843,Distributor Depot Beta,107.8
SKU-1844,Manufacturer Warehouse Alpha,138.2
SKU-1844,Distributor Depot Beta,14.4
SKU-1845,Manufacturer Warehouse Alpha,108.5
SKU-1845,Distributor Depot Beta,35.7
SKU-1846,Manufacturer Warehouse Alpha,123.3
SKU-1846,Distributor Depot Beta,63.4
SKU-1847,Manufacturer Warehouse Alpha,100.4
SKU-1847,Distributor Depot Beta,69.9
SKU-1848,Manufacturer Warehouse Alpha,150.1
SKU-1848,Distributor Depot Beta,104.6
SKU-1849,Manufacturer Warehouse Alpha,104.5
SKU-1849,Distributor Depot Beta,10.0
SKU-1850,Manufacturer Warehouse Alpha,145.3
SKU-1850,Distributor Depot Beta,113.6
SKU-1851,Manufacturer Warehouse Alpha,130.4
SKU-1851,Distributor Depot Beta,11.6
SKU-1852,Manufacturer Warehouse Alpha,94.6
SKU-1852,Distributor Depot Beta,50.3
SKU-1853,Manufacturer Warehouse Alpha,83.9
SKU-1853,Distributor Depot Beta,77.0
SKU-1854,Manufacturer Warehouse Alpha,157.7
